user_id,product_id,rating
21,4,4
21,220,3
21,257,3
21,199,5
21,158,4
21,285,4
21,236,4
21,298,3
21,153,2
21,207,4
21,58,4
21,200,5
21,25,5
21,92,5
22,95,4
22,179,4
22,164,2
22,75,5
22,25,2
22,121,4
22,45,5
22,79,3
22,148,4
22,157,4
22,22,2
22,238,4
22,236,4
22,184,4
22,295,4
23,2,4
23,262,2
23,13,5
23,296,4
23,181,5
23,41,4
23,31,4
23,122,4
23,70,3
23,166,4
23,50,3
23,112,2
24,248,5
24,227,4
24,18,3
24,216,2
24,165,4
24,298,5
24,262,5
24,280,4
24,297,2
24,50,5
24,288,4
24,220,5
24,1,5
24,92,2
24,148,5
25,118,4
25,4,2
25,203,4
25,47,5
25,293,2
25,163,3
25,22,4
25,76,5
25,14,5
25,27,3
25,299,4
25,144,5
25,290,4
26,299,5
26,22,4
26,43,5
26,55,3
26,88,5
26,46,4
26,56,2
26,207,3
26,213,2
26,248,3
27,157,2
27,84,4
27,129,5
27,44,5
27,111,5
27,88,4
27,22,4
27,178,2
27,16,5
27,103,5
27,116,3
27,158,4
27,205,4
27,251,5
28,164,4
28,11,4
28,299,2
28,187,2
28,13,4
28,156,5
28,120,4
28,274,4
29,152,2
29,94,4
29,18,2
29,166,3
29,196,2
29,217,5
29,103,2
29,201,4
30,77,3
30,261,3
30,235,3
30,294,4
30,87,2
30,198,4
30,4,2
30,167,2
30,236,4
31,88,2
31,106,4
31,234,4
31,261,2
31,16,2
31,260,3
31,230,2
31,131,4
31,134,5
31,179,5
31,25,2
31,54,4
31,133,4
32,155,2
32,188,3
32,230,2
32,162,5
32,186,4
32,291,4
32,99,3
32,38,4
32,167,5
32,281,3
32,154,3
32,28,4
32,222,5
33,225,4
33,298,2
33,77,4
33,177,4
33,58,4
33,176,4
33,213,4
33,6,2
34,261,2
34,164,4
34,209,5
34,1,4
34,257,4
34,200,3
34,161,3
34,80,4
34,145,2
34,78,4
34,25,4
35,63,4
35,45,4
35,57,4
35,105,4
35,36,2
35,107,3
35,240,4
35,219,4
35,114,4
35,237,4
35,180,3
35,262,4
35,233,5
36,101,2
36,246,2
36,38,2
36,60,3
36,83,3
36,15,2
36,94,4
36,6,3
36,261,5
36,267,3
36,230,5
36,238,4
37,21,4
37,261,5
37,82,4
37,202,2
37,203,4
37,221,4
37,85,3
37,196,4
37,71,4
37,69,3
37,144,5
37,266,5
37,151,2
37,225,3
38,194,5
38,81,3
38,287,3
38,211,2
38,7,2
38,99,4
38,101,3
38,152,5
38,77,4
38,76,3
38,207,5
38,191,5
38,30,5
38,119,4
38,144,2
39,281,2
39,291,5
39,7,4
39,210,5
39,241,4
39,272,5
40,249,5
40,68,5
40,296,2
40,165,5
40,224,5
40,264,3
40,267,5
40,229,5
40,19,5
40,184,5
40,240,2
41,205,4
41,84,5
41,30,3
41,121,4
41,102,5
41,151,4
42,78,4
42,102,4
42,111,3
42,61,4
42,160,2
42,262,5
42,12,3
43,216,5
43,173,4
43,143,4
43,71,2
43,136,5
43,118,3
43,48,3
43,37,5
43,128,5
43,223,5
44,9,4
44,47,5
44,211,3
44,83,3
44,286,2
44,119,5
44,98,2
44,209,2
44,294,5
44,129,4
44,234,4
44,70,4
44,259,4
45,295,4
45,125,2
45,185,4
45,32,3
45,62,5
45,203,2
45,115,5
45,138,5
45,108,5
45,150,3
45,46,4
45,215,5
45,240,4
45,187,2
45,249,5
46,183,2
46,106,4
46,155,4
46,286,2
46,25,3
46,288,3
46,101,5
46,39,5
46,259,4
46,257,4
47,285,5
47,218,4
47,244,5
47,203,4
47,189,4
47,93,4
47,82,4
47,75,2
47,300,4
47,61,3
47,24,4
47,253,5
47,292,2
47,280,4
47,140,4
48,30,4
48,104,4
48,101,4
48,264,4
48,15,4
48,21,4
48,161,4
48,66,4
48,222,4
48,3,4
48,272,5
48,83,4
48,180,2
48,94,5
49,80,4
49,213,2
49,35,3
49,270,3
49,280,3
49,54,2
49,60,2
49,38,3
49,130,3
49,11,2
49,178,3
49,169,4
49,294,5
49,192,3
49,205,5
50,38,2
50,16,4
50,113,5
50,250,3
50,71,5
50,51,4
50,19,2
50,30,3
50,267,2
50,134,5
50,195,5
50,271,2
50,256,4
50,101,5
50,86,2
51,284,4
51,116,3
51,243,4
51,152,4
51,97,4
51,239,3
51,117,3
52,173,4
52,9,4
52,77,4
52,151,5
52,235,5
53,183,4
53,98,4
53,275,5
53,229,5
53,200,4
53,174,4
53,225,4
53,268,3
53,159,3
53,192,5
53,102,5
53,271,5
53,119,4
54,210,4
54,78,3
54,141,5
54,115,3
54,206,3
54,113,4
54,203,5
54,154,4
54,286,2
54,143,4
54,233,4
55,48,5
55,259,3
55,145,2
55,30,4
55,117,4
56,251,5
56,214,3
56,200,4
56,71,4
56,15,4
56,2,4
56,75,5
56,246,5
56,249,4
56,248,2
56,206,5
57,256,5
57,74,5
57,35,4
57,47,4
57,62,4
57,145,2
57,148,3
58,38,2
58,112,4
58,5,2
58,282,3
58,191,2
58,40,4
58,175,3
58,79,3
58,122,4
58,281,5
59,194,2
59,97,2
59,275,4
59,31,4
59,99,3
59,39,5
59,73,5
59,103,2
59,249,5
59,88,2
59,225,2
59,145,5
59,52,5
59,157,2
60,48,5
60,175,4
60,61,2
60,144,5
60,214,3
60,19,4
60,28,4
60,288,5
61,7,4
61,19,4
61,49,5
61,219,5
61,232,4
61,96,4
61,100,2
61,94,4
61,21,4
61,236,4
61,90,2
61,29,4
61,85,4
62,91,4
62,247,5
62,271,5
62,186,5
62,183,4
63,199,5
63,208,4
63,293,4
63,65,5
63,12,2
63,45,5
63,162,5
63,22,2
63,194,5
63,118,3
63,96,5
63,275,5
64,82,5
64,182,4
64,206,2
64,104,3
64,152,3
64,296,4
64,226,5
64,137,4
64,288,5
64,5,4
64,55,5
64,162,2
64,255,3
65,297,4
65,104,3
65,54,5
65,60,3
65,179,4
65,109,2
65,210,5
66,159,4
66,21,5
66,129,2
66,123,3
66,91,3
66,213,5
66,31,4
67,192,4
67,258,2
67,18,4
67,235,3
67,83,2
67,114,5
67,3,3
67,61,4
67,183,2
67,84,5
68,126,2
68,239,2
68,7,4
68,115,4
68,11,4
68,209,5
68,19,4
68,166,2
68,158,4
68,273,5
68,16,5
68,186,5
69,9,2
69,289,4
69,36,4
69,277,5
69,116,4
69,18,4
69,28,4
69,257,3
69,16,2
69,134,4
69,150,4
69,53,4
69,138,5
69,199,3
69,87,2
70,271,4
70,210,3
70,265,5
70,189,4
70,100,4
70,257,2
70,226,3
71,199,3
71,15,4
71,181,4
71,226,4
71,247,4
71,94,5
71,268,2
71,239,5
71,1,3
71,80,4
71,157,3
71,285,4
71,87,3
71,219,4
71,19,4
72,76,5
72,14,3
72,67,4
72,77,4
72,74,5
72,288,4
72,101,5
72,151,5
72,42,5
72,117,5
72,73,3
72,52,4
72,238,5
73,263,4
73,172,5
73,143,3
73,125,3
73,77,4
73,52,4
73,25,5
73,123,3
73,158,5
73,196,5
73,33,5
73,207,4
73,212,5
73,267,2
73,48,5
74,251,4
74,268,5
74,182,4
74,213,4
74,14,4
74,184,2
74,206,5
74,62,4
74,106,2
74,94,5
74,289,2
74,37,4
75,87,5
75,222,4
75,143,4
75,275,4
75,172,4
75,226,2
75,168,5
75,136,2
75,45,4
75,295,5
75,131,4
76,208,4
76,181,2
76,10,4
76,299,4
76,86,2
76,68,4
76,24,4
76,65,5
77,57,4
77,200,3
77,50,4
77,224,3
77,55,4
77,107,4
78,37,3
78,281,4
78,145,3
78,284,4
78,46,4
79,152,4
79,234,2
79,100,4
79,205,4
79,206,4
79,59,4
79,211,3
79,248,2
79,43,5
79,291,4
79,155,3
79,135,5
79,16,5
79,112,4
80,92,2
80,218,4
80,171,2
80,9,5
80,169,2
80,298,4
80,213,4
80,101,2
81,161,4
81,97,3
81,51,3
81,49,4
81,269,4
81,163,2
81,211,5
81,198,4
81,243,4
82,113,5
82,280,4
82,194,3
82,33,2
82,57,2
82,29,2
82,236,4
82,70,2
82,81,3
82,294,5
82,133,2
82,265,5
82,148,4
83,90,4
83,37,5
83,60,5
83,99,4
83,300,3
83,54,5
83,240,4
83,179,5
83,197,4
84,4,5
84,81,3
84,78,5
84,181,5
84,104,4
85,53,5
85,193,3
85,280,5
85,186,5
85,133,4
85,13,3
85,50,5
85,19,3
85,164,3
85,69,4
86,49,2
86,34,5
86,104,4
86,156,5
86,161,5
86,28,3
86,103,4
86,128,4
86,171,2
86,42,2
86,8,5
87,166,5
87,49,4
87,140,5
87,285,4
87,37,5
87,235,4
87,272,4
87,67,3
87,66,4
87,289,2
87,182,4
87,156,4
87,198,5
87,89,2
87,234,4
88,90,4
88,196,5
88,167,4
88,224,4
88,124,4
88,166,4
88,271,2
88,228,4
88,100,4
88,63,5
89,206,5
89,234,3
89,59,4
89,205,4
89,28,5
89,74,2
89,133,5
89,100,4
89,97,4
89,84,4
89,145,4
90,245,4
90,2,2
90,261,4
90,109,3
90,225,3
90,161,4
90,287,3
90,221,4
91,239,3
91,114,2
91,88,2
91,290,5
91,241,4
91,139,2
91,34,4
91,154,3
91,283,4
91,5,5
91,68,2
91,176,2
91,201,4
91,282,5
92,292,3
92,188,4
92,204,3
92,104,3
92,50,5
92,229,2
92,272,5
92,282,4
92,65,3
92,218,4
92,73,5
92,219,3
92,119,3
92,26,5
92,57,3
93,25,5
93,113,4
93,91,4
93,284,5
93,294,4
93,231,3
93,247,4
93,97,5
93,18,2
93,42,2
94,276,5
94,167,4
94,278,5
94,105,5
94,123,3
94,273,3
94,253,4
94,104,2
94,83,5
95,7,3
95,32,3
95,157,5
95,205,4
95,245,2
95,178,3
95,153,4
95,24,2
95,243,4
95,75,5
96,157,5
96,93,3
96,74,3
96,211,4
96,32,5
96,246,4
96,297,4
96,133,4
96,196,4
96,219,5
97,187,2
97,199,2
97,260,5
97,263,4
97,47,5
97,228,3
97,35,2
97,119,4
97,45,5
97,73,5
97,75,4
97,87,3
97,224,4
97,63,3
98,241,5
98,198,4
98,84,4
98,47,4
98,295,2
98,172,2
98,58,2
98,227,2
98,77,5
99,200,5
99,73,4
99,176,4
99,254,5
99,112,2
99,24,5
100,79,3
100,161,4
100,172,4
100,272,5
100,61,4
100,249,4
100,132,3
100,128,5
100,81,3
100,243,4
100,168,4
100,219,5
100,107,4
100,130,4
101,15,5
101,250,5
101,252,4
101,265,2
101,254,2
102,1,5
102,182,4
102,260,4
102,45,4
102,67,5
102,52,4
102,288,4
102,81,4
102,285,4
102,230,2
102,107,4
102,258,4
102,79,4
102,266,4
103,204,4
103,254,4
103,94,3
103,119,4
103,88,4
103,51,2
103,168,2
103,48,2
104,246,4
104,116,4
104,43,4
104,47,4
104,120,3
104,274,3
104,17,5
105,289,4
105,114,5
105,263,2
105,58,4
105,101,5
105,284,2
106,130,4
106,69,4
106,23,3
106,181,5
106,25,3
106,251,5
106,11,3
106,207,4
106,235,4
106,156,4
106,284,5
107,198,5
107,2,3
107,220,4
107,162,4
107,245,5
107,36,4
107,1,5
107,65,5
107,272,2
107,99,5
108,284,2
108,2,5
108,76,2
108,150,3
108,134,4
108,169,3
108,144,3
108,280,4
108,34,4
108,246,3
109,81,4
109,58,4
109,85,3
109,150,5
109,224,2
109,284,2
110,39,4
110,145,4
110,116,2
110,154,5
110,159,4
110,7,4
110,288,5
110,52,4
110,173,3
110,276,5
110,118,5
110,237,2
110,75,4
111,179,5
111,267,4
111,233,5
111,294,3
111,8,5
111,155,5
111,9,4
111,218,4
111,95,3
111,41,4
111,195,4
111,286,4
112,258,5
112,162,2
112,12,4
112,57,4
112,215,2
112,199,3
113,27,2
113,137,5
113,99,5
113,52,5
113,287,5
113,187,3
113,176,4
114,79,4
114,271,4
114,146,5
114,67,5
114,119,2
114,20,5
114,285,4
114,140,3
114,191,2
115,282,5
115,225,5
115,17,4
115,15,4
115,74,4
115,114,2
115,235,4
115,211,5
115,78,4
115,47,4
115,260,4
115,231,5
115,1,2
116,93,5
116,3,5
116,105,3
116,25,5
116,57,4
117,266,3
117,11,3
117,43,2
117,238,5
117,84,5
117,235,4
118,283,5
118,73,5
118,213,4
118,137,4
118,246,3
118,258,2
118,151,2
118,109,3
118,148,2
118,16,4
118,263,5
118,107,4
118,183,3
118,269,2
119,286,3
119,45,3
119,259,4
119,294,4
119,128,3
119,215,2
119,26,4
119,144,2
119,150,2
119,140,5
120,91,4
120,294,5
120,256,3
120,77,2
120,174,5
120,217,2
120,40,5
120,112,3
121,118,5
121,96,2
121,257,4
121,45,2
121,211,3
121,267,2
121,251,3
121,71,2
121,179,4
121,47,2
122,37,5
122,160,5
122,269,3
122,216,5
122,15,5
122,102,4
122,96,2
122,72,4
122,45,2
122,9,5
122,2,4
122,299,4
123,34,3
123,72,5
123,204,4
123,71,4
123,15,4
123,149,4
123,286,4
123,85,4
123,187,2
123,116,5
123,59,4
123,234,4
123,276,4
123,253,2
124,56,4
124,260,4
124,129,3
124,94,4
124,214,4
124,42,2
124,267,4
124,41,5
124,114,2
125,9,4
125,225,4
125,267,4
125,119,3
125,78,4
125,255,3
126,87,5
126,217,4
126,92,3
126,96,5
126,38,4
126,293,5
126,286,2
126,133,4
126,94,5
126,191,2
127,275,4
127,23,5
127,76,2
127,49,2
127,57,3
127,37,5
127,249,5
127,172,2
127,85,2
127,240,4
127,163,5
128,265,4
128,62,4
128,75,5
128,96,4
128,2,4
128,284,3
128,10,4
128,168,4
128,158,2
128,179,4
129,89,4
129,13,3
129,107,4
129,291,2
129,24,4
129,245,4
129,230,4
129,271,5
130,216,2
130,247,4
130,85,5
130,223,4
130,180,4
130,182,4
130,289,5
130,148,3
131,285,2
131,86,2
131,167,3
131,278,4
131,300,5
131,4,5
131,53,3
131,263,4
131,42,4
132,67,4
132,20,4
132,23,2
132,151,4
132,211,3
132,283,4
133,234,4
133,158,5
133,116,4
133,281,5
133,159,5
133,170,4
133,61,2
133,3,4
133,16,3
133,26,2
134,259,4
134,179,2
134,38,5
134,214,2
134,207,4
134,257,2
134,99,2
134,114,4
134,165,3
134,71,5
134,161,4
134,155,5
134,253,2
134,300,4
134,267,5
135,251,4
135,230,3
135,40,2
135,192,4
135,48,5
135,280,3
135,59,4
135,29,5
135,50,5
135,107,3
136,33,2
136,160,4
136,232,4
136,134,5
136,241,4
136,47,4
136,100,3
136,289,5
136,101,3
136,222,4
137,137,4
137,214,4
137,68,4
137,44,4
137,65,4
137,227,5
137,136,4
138,135,5
138,83,4
138,45,3
138,75,5
138,278,3
138,21,4
138,232,4
138,82,2
138,184,4
138,59,4
138,81,3
139,169,4
139,177,4
139,42,5
139,230,5
139,99,2
139,167,4
139,221,5
139,142,4
139,186,3
139,37,4
140,236,5
140,155,4
140,261,2
140,265,5
140,80,4
140,149,4
140,114,5
140,267,4
140,62,2
140,192,3
140,8,3
141,155,4
141,97,4
141,121,4
141,253,4
141,111,5
141,52,2
141,126,3
141,292,5
141,39,5
141,205,4
142,129,4
142,14,4
142,238,5
142,231,3
142,100,4
142,185,3
142,293,3
142,211,4
142,131,4
142,85,4
142,164,4
142,204,4
142,123,4
142,74,4
142,80,2
143,149,5
143,185,5
143,192,5
143,103,4
143,188,4
143,166,4
143,26,5
143,273,4
143,297,5
143,189,4
143,164,4
143,219,3
143,261,4
144,138,4
144,27,4
144,30,5
144,125,2
144,106,4
144,25,2
144,76,2
144,299,5
144,142,5
144,186,5
144,121,4
144,78,4
144,119,3
144,187,5
144,143,4
145,181,3
145,288,4
145,268,4
145,39,5
145,198,5
145,277,3
145,230,3
145,60,4
145,255,3
145,47,4
145,185,4
145,51,4
145,157,5
146,94,5
146,16,3
146,245,4
146,17,4
146,180,4
146,93,5
146,91,4
147,287,4
147,88,4
147,74,3
147,89,5
147,29,3
147,267,3
147,270,4
147,255,5
147,184,3
147,159,4
147,112,4
147,81,5
147,134,4
147,128,3
147,156,5
148,214,4
148,110,2
148,128,5
148,149,5
148,134,4
148,271,5
148,290,4
148,287,4
148,98,5
149,68,3
149,216,4
149,280,4
149,141,2
149,161,4
149,137,5
149,30,3
149,139,3
149,289,3
149,207,3
149,219,3
149,255,4
149,285,5
150,114,5
150,125,4
150,71,2
150,158,3
150,110,4
151,271,4
151,143,3
151,283,5
151,30,2
151,64,5
151,235,4
151,114,3
152,35,3
152,226,3
152,167,4
152,1,4
152,250,3
152,67,4
152,50,4
152,267,4
152,268,4
152,34,4
153,125,4
153,182,4
153,234,4
153,64,5
153,81,3
153,4,3
153,195,4
153,133,4
153,143,4
154,143,4
154,6,4
154,176,5
154,124,5
154,20,3
154,2,4
154,72,2
154,71,4
154,9,4
154,112,2
154,236,4
155,125,3
155,170,4
155,49,4
155,252,3
155,145,5
155,66,2
155,50,4
155,173,3
155,239,5
155,33,2
155,140,2
156,94,3
156,291,4
156,76,4
156,50,5
156,240,2
157,298,3
157,83,4
157,200,3
157,282,5
157,262,5
157,157,4
157,104,3
157,159,3
157,208,3
157,154,5
157,6,4
157,38,3
158,100,2
158,6,3
158,140,3
158,203,3
158,169,2
158,49,4
158,148,4
158,260,2
158,284,5
158,248,4
159,43,3
159,11,5
159,76,5
159,207,3
159,203,4
159,117,4
159,120,4
159,293,5
159,241,3
160,109,4
160,223,5
160,51,4
160,270,4
160,127,5
160,167,4
160,149,3
161,196,5
161,202,2
161,43,5
161,134,4
161,130,4
161,157,4
161,169,4
161,113,5
162,59,3
162,54,3
162,166,3
162,138,4
162,212,4
162,110,5
162,216,4
162,295,2
162,82,5
162,252,4
162,147,5
163,270,4
163,159,3
163,267,4
163,144,4
163,222,2
163,101,4
163,226,4
163,214,5
163,223,5
164,203,2
164,19,4
164,180,2
164,172,5
164,173,4
164,229,4
164,20,4
164,122,3
164,76,4
164,223,3
164,179,4
164,252,2
164,171,4
165,183,2
165,176,5
165,92,4
165,3,4
165,109,4
166,139,3
166,119,4
166,97,4
166,93,5
166,46,2
166,238,4
167,204,2
167,83,4
167,2,4
167,144,3
167,283,5
167,206,2
168,206,3
168,155,3
168,63,4
168,58,4
168,294,4
168,99,2
168,225,4
168,158,4
168,249,4
168,15,2
169,14,3
169,118,3
169,192,5
169,263,5
169,172,5
169,91,4
169,82,4
169,102,2
169,242,5
169,96,4
169,98,5
169,231,2
170,7,2
170,91,3
170,84,3
170,53,3
170,95,3
170,40,2
170,271,5
170,149,2
170,42,4
170,287,4
170,29,4
170,26,4
170,69,4
171,223,4
171,74,4
171,264,5
171,262,2
171,148,5
171,273,2
171,276,4
171,106,3
171,72,4
171,46,2
171,36,2
171,229,5
171,170,5
171,133,5
172,101,2
172,118,5
172,241,4
172,253,3
172,259,4
172,236,3
172,205,3
172,177,5
172,268,4
172,174,4
172,194,4
172,86,5
172,192,5
172,57,3
173,8,5
173,288,2
173,16,3
173,66,5
173,203,5
173,120,3
173,117,2
173,23,4
173,208,4
174,277,4
174,19,4
174,42,3
174,36,3
174,153,3
174,106,5
174,256,4
174,222,4
175,57,4
175,238,4
175,165,2
175,105,3
175,166,4
175,75,4
175,180,3
175,151,5
175,242,4
175,123,5
175,177,5
175,176,3
176,14,5
176,235,5
176,51,3
176,232,3
176,285,4
176,276,4
176,184,2
176,85,4
176,201,5
177,166,5
177,209,5
177,287,2
177,54,5
177,105,5
177,9,4
177,277,5
177,214,5
177,161,4
177,131,2
177,118,4
177,8,5
178,64,5
178,231,4
178,10,3
178,1,5
178,283,2
178,181,4
178,226,3
178,282,2
178,158,2
178,98,4
178,142,4
178,175,4
178,13,5
178,65,3
178,234,4
179,251,4
179,170,2
179,162,2
179,96,2
179,168,2
179,231,4
179,63,4
179,263,5
179,106,4
180,70,4
180,292,4
180,289,3
180,254,2
180,151,4
180,10,4
180,1,5
180,119,4
180,144,3
181,49,3
181,64,5
181,65,4
181,19,4
181,193,4
181,24,5
181,25,3
181,35,4
181,269,5
181,186,4
182,103,5
182,124,2
182,171,4
182,183,2
182,200,4
182,62,4
182,147,4
182,287,2
183,233,3
183,22,2
183,99,2
183,249,2
183,118,4
183,290,4
183,121,4
183,61,4
183,277,5
184,159,2
184,175,2
184,289,3
184,168,4
184,179,5
184,221,3
184,1,5
184,241,3
184,201,3
184,114,2
184,129,2
185,81,2
185,288,4
185,96,4
185,116,2
185,111,3
185,271,2
185,268,4
185,74,5
185,68,2
185,166,2
185,241,3
185,156,4
185,203,4
185,85,4
185,200,4
186,144,5
186,124,4
186,222,3
186,299,2
186,1,4
186,102,4
186,23,4
186,293,4
186,244,5
186,2,4
186,29,2
186,277,2
186,67,4
186,66,4
186,291,5
187,24,2
187,267,4
187,6,3
187,236,4
187,229,2
187,101,2
187,125,4
187,106,3
187,88,3
188,224,2
188,185,4
188,254,2
188,36,4
188,112,4
188,181,3
188,148,2
188,73,5
188,247,3
188,121,3
188,13,4
188,249,4
188,162,5
189,119,4
189,87,3
189,32,2
189,5,4
189,267,3
189,1,4
189,293,4
190,43,5
190,100,3
190,31,5
190,284,4
190,222,2
190,281,2
190,11,5
190,132,4
190,107,5
190,228,4
191,254,4
191,265,4
191,235,2
191,170,4
191,286,3
191,290,3
191,106,5
191,149,2
191,36,4
191,105,2
191,56,4
191,108,4
191,176,5
192,283,4
192,279,4
192,273,2
192,209,4
192,28,4
192,157,2
192,70,3
192,257,2
192,140,2
192,150,5
193,163,4
193,138,4
193,252,4
193,275,3
193,194,5
193,81,3
193,177,3
193,221,5
193,131,2
193,269,4
193,266,5
193,287,5
193,15,3
193,42,5
193,233,3
194,6,5
194,201,5
194,268,3
194,3,5
194,250,2
194,63,4
194,203,5
194,188,3
194,189,4
194,208,4
194,2,4
194,5,3
195,275,4
195,83,5
195,219,3
195,240,4
195,286,3
195,12,5
195,16,4
195,89,4
196,89,5
196,270,3
196,131,2
196,51,2
196,150,4
196,165,5
196,160,5
196,74,5
196,203,2
196,209,5
196,43,5
196,4,2
197,193,2
197,289,5
197,226,2
197,175,2
197,267,2
197,40,4
197,223,4
197,227,2
197,182,3
197,246,4
197,213,4
197,251,2
197,109,2
197,131,5
197,105,5
198,273,3
198,53,2
198,181,4
198,227,5
198,132,3
198,137,4
198,61,5
198,110,4
198,117,4
198,150,4
198,193,4
198,77,3
198,95,4
198,288,4
199,285,3
199,154,4
199,219,5
199,198,5
199,256,2
200,34,5
200,131,5
200,211,4
200,130,4
200,169,4
200,121,5
200,133,5
200,105,4
200,28,5
200,100,4
200,219,5
200,86,5
201,244,5
201,85,5
201,107,3
201,242,2
201,160,4
201,206,3
201,113,4
201,197,4
201,62,2
202,215,2
202,68,4
202,37,3
202,145,4
202,39,3
202,199,4
202,142,3
202,217,4
202,61,4
203,95,5
203,281,4
203,57,4
203,46,4
203,86,5
204,21,5
204,184,5
204,182,3
204,42,5
204,3,5
204,41,4
205,171,3
205,299,5
205,168,4
205,205,4
205,217,4
205,181,4
205,34,4
205,216,4
205,108,3
205,208,4
205,236,3
205,187,5
205,259,4
206,38,3
206,192,2
206,154,2
206,147,5
206,204,3
206,250,4
206,251,4
206,103,4
207,283,4
207,167,4
207,191,4
207,291,4
207,193,4
207,60,4
207,4,3
207,217,4
207,187,4
207,17,4
207,142,4
207,84,3
207,222,4
208,80,4
208,101,4
208,106,4
208,59,2
208,25,2
209,134,3
209,122,3
209,281,5
209,195,2
209,135,4
209,186,4
209,174,5
209,279,4
209,51,4
209,212,4
209,250,4
209,247,4
209,8,2
209,172,4
209,260,5
210,253,5
210,96,3
210,163,5
210,108,4
210,233,5
210,224,3
210,236,4
211,222,4
211,289,5
211,104,3
211,74,2
211,128,2
211,235,5
211,107,2
211,12,2
211,300,4
211,123,4
211,295,3
211,239,5
212,138,4
212,37,4
212,127,4
212,108,3
212,259,2
212,70,3
212,3,4
213,200,4
213,80,2
213,73,2
213,280,5
213,63,2
213,101,4
213,220,2
213,130,4
214,80,3
214,43,5
214,96,4
214,211,5
214,22,5
214,72,5
214,110,4
214,179,4
214,161,3
214,291,4
214,295,4
215,9,3
215,229,5
215,293,4
215,69,4
215,67,4
215,35,2
215,187,5
215,85,4
215,194,4
216,4,5
216,195,4
216,183,5
216,96,4
216,134,3
216,199,2
216,142,5
216,254,3
217,223,4
217,92,5
217,4,3
217,117,2
217,107,2
217,61,3
218,91,4
218,291,5
218,211,2
218,237,5
218,126,2
219,238,4
219,132,4
219,18,2
219,50,2
219,271,4
219,46,2
219,169,5
219,264,2
219,178,4
220,148,4
220,167,5
220,143,5
220,292,5
220,4,5
220,199,2
220,278,2
220,187,4
220,268,5
220,15,4
220,87,5
220,50,3
221,269,3
221,214,4
221,250,5
221,29,4
221,169,5
221,173,4
221,27,3
221,112,2
222,254,5
222,244,4
222,74,2
222,71,2
222,121,4
222,97,4
222,95,2
222,12,4
222,3,4
223,29,4
223,122,5
223,172,5
223,19,4
223,233,4
223,65,4
224,95,3
224,254,4
224,138,5
224,285,4
224,255,4
225,59,4
225,237,3
225,109,5
225,80,5
225,263,2
225,65,2
225,30,4
225,190,2
225,57,4
225,252,4
225,8,2
225,97,4
225,164,2
225,50,3
225,68,4
226,105,4
226,124,3
226,162,5
226,274,5
226,9,4
226,163,5
226,152,4
226,230,4
227,127,4
227,276,5
227,8,4
227,191,4
227,192,4
